time,MA_battery_discharge_edge,MA_battery_charge_edge,CT_battery_discharge_edge,CT_battery_charge_edge,ME_battery_discharge_edge,ME_battery_charge_edge,MA_natural_gas_combined_cycle_elec_edge,MA_natural_gas_combined_cycle_fuel_edge,MA_natural_gas_combined_cycle_co2_edge,CT_natural_gas_combined_cycle_elec_edge,CT_natural_gas_combined_cycle_fuel_edge,CT_natural_gas_combined_cycle_co2_edge,ME_natural_gas_combined_cycle_elec_edge,ME_natural_gas_combined_cycle_fuel_edge,ME_natural_gas_combined_cycle_co2_edge,MA_to_CT_transmission_edge,MA_to_ME_transmission_edge,MA_solar_pv_edge,CT_onshore_wind_edge,CT_solar_pv_edge,ME_onshore_wind_edge
6394,0.02251656185309399,-0.015046700145119319,0.021070380975633192,-0.011246916102808906,0.012523957850684228,-0.006292964565590213,1689.4372915330616,-3678.78755738084,666.0379947929606,7580.208199099994,-15817.376010013359,2863.7080114775877,20.422173466715616,-75.55621348618949,13.679319107058962,-5340.413576021306,1158.330642731518,3625.1939194855404,41.177584456973484,413.0190139953398,130.0088622309819
6395,0.02231863124381612,-0.014608543785554666,0.021044576094074063,-0.011053994764770153,0.01063863914725388,-0.006826676181198036,1250.6692532242573,-2723.3621721617073,493.05991497181964,7580.216864798985,-15817.387572878637,2863.7101049139396,20.447285231286315,-75.6409712670575,13.694664353701206,-5495.412091044688,1253.4841535109972,4213.024126870405,192.14025198958868,476.0460357792062,64.70281179512797
6396,0.018911963906153493,-0.016807442689788194,0.019830611429574537,-0.010980399585414417,0.009094999123084755,-0.007343883551824954,1249.893316464828,-2721.6721431041756,492.75393819358413,7580.223991190996,-15817.40019952683,2863.712390946311,20.465680257805342,-75.70504210644499,13.706264266097543,-5570.595343546325,1223.7835114114996,4226.847005134334,287.9268921058803,488.4366729523754,109.80341428740867
6397,0.010451015335356105,-0.05983327390547208,0.009063460503415045,-0.034498302615583315,0.004688102521418594,-0.027943551386358886,1218.5465041739837,-2653.413790049522,480.3958838380999,7275.239575636664,-15180.998504044723,2748.492987126341,9.852432201725136,-36.44885854047728,6.599001512355773,-5404.469477384984,1069.9593592646993,4286.502877930474,437.4370225577512,482.81942446336905,273.2427131960976
6398,0.010340632845812497,-0.07460919064875435,0.00896990878284577,-0.0389611774889337,0.004314015447562868,-0.040330016664368855,1218.5528744191129,-2653.4307541546773,480.39895515939935,7072.751714593937,-14758.473938976096,2671.9956603088517,9.84380766589882,-36.419672749255504,6.5937174763633175,-5665.040445569002,1188.008455328702,4183.196095458017,915.3741083981247,477.9457379509667,163.5351362646817
6399,0.009149482876101902,-0.14345756475912286,0.007726036248425775,-0.05399968462031351,0.003986751339021023,-0.09451658152000282,1218.571372801645,-2653.481603500677,480.40816134375166,7408.07177186943,-15458.174872681055,2798.675279496051,9.870231918859144,-36.52161234346727,6.6121734599883,-5740.581839111071,873.6883615558958,3718.3156815880034,677.6485367903332,434.90892293601684,460.705658696476
6400,0.012356142730190211,-0.030042668291473,0.007299165728993357,-0.07715644336266696,0.004997760455531081,-0.015461060427064091,1851.8549007156741,-4136.325584645496,748.8744471478882,6900.113124440007,-14398.234874159973,2606.775013388146,20.56781617846483,-76.09520140725684,13.77690191894085,-5899.899753931627,727.476805586975,2706.3455332770604,1423.477017696474,334.37966248480205,583.2657914842869
6401,0.009607615845628263,-0.05815377375192708,0.006629754974840493,-0.20255614111086237,0.0043430631400176705,-0.02442476526994391,2724.050019227611,-5991.896350936748,1084.822259599707,6271.734515754711,-13087.018812437027,2369.3816594995496,20.597560830673732,-76.20005970859145,13.795886329339375,-5899.89527594263,315.8515276340119,1429.560434921814,2195.8913355781447,192.46555893111156,987.7809237772749
6402,1508.0737277715837,-0.0017143741065512835,333.9145580370727,-0.00565439556082757,205.38092249398957,-0.0007709062195784799,2883.8571730978583,-6279.737999361232,1136.9354820525514,7580.282325344659,-15817.521307617608,2863.73431735241,20.649047908289972,-76.38722934168018,13.829773061085664,-5899.966026006213,484.20582849720336,26.91610229706599,760.562704498188,13.212105172671132,630.282882558483
6403,1323.6955077344994,-0.007924725065583409,800.42741911301,-0.0062297304683067815,180.60050296052194,-0.0040799106197796624,2883.8512690180196,-6279.639236606636,1136.917601230132,7580.283184617186,-15817.521196208298,2863.7342971819508,20.646358260352812,-76.36302193950604,13.825390353644224,-5597.039400030854,-216.5573218353607,0.0,57.3360848184565,0.0,1371.3166410268936
6404,1244.5662037556465,-0.007925236321776373,799.8817364425339,-0.006343446641866907,177.29462513624145,-0.004241897732397346,2883.849426894397,-6279.634875394396,1136.9168116403528,7580.282163404177,-15817.518186767598,2863.7337523280235,20.644233226607348,-76.35479728782906,13.823901294973298,-5441.761020601511,-802.5735376231953,0.0,0.6045057744630941,0.0,2007.6410846288304
6405,49.054636700122224,-0.006365198892265583,63.95236792995924,-0.00478071395776334,52.83103742462642,-0.0025037038251567553,2883.8414975851733,-6279.617427448505,1136.9136527205421,7580.278183266222,-15817.509523577275,2863.732183872705,20.63317108323354,-76.31366461242713,13.816454296684364,-4844.266484451462,-2165.0104536015237,0.0,10.041685296892974,0.0,3433.5509677776836
6406,0.007806241563863107,-0.03784919733833655,0.007159944957133003,-0.025829450395600875,0.004874597280962011,-0.006045540920639454,1038.2292913237557,-2260.763480488478,409.307238256982,7080.403868401792,-14774.438602632934,2674.886034488848,7.45243840101084,-27.56383654232801,4.99038396023164,-5281.334166341718,-2851.505162812642,0.0,784.9502636160069,0.0,4078.056930805209
6407,0.015136439189915557,-0.015351566038172774,0.011893599442783159,-0.011867106078945939,0.01720504683430407,-0.0015766560856308256,0.2902824658093438,-0.6325561696781768,0.11452317815990526,4225.701097092723,-8817.627345168668,1596.415869142763,0.38073659367867996,-1.408732213501314,0.25504848106768,-5131.195054153823,-3071.0201794129584,0.0,3212.4952737136377,0.0,4171.626799183919
6408,0.05262052705434717,-0.0028792951251866883,0.04910123316813134,-0.002292799977427735,0.0017555531897096772,-14.403029120874514,0.2311421547206806,-0.5037179956542363,0.09119725413161311,649.9923039167282,-1356.3172932458367,245.5588522593653,0.022889058419561504,-0.08517589467708456,0.01542094540947391,-3354.709293096864,-3999.907385478485,0.0,4770.671620176699,0.0,5000.285807675877
6409,0.003175680217640257,-770.3950519710811,0.0027246299951704644,-458.8838191813498,0.19789171011586768,-116.67692639749083,0.023309416254664043,-0.05114697522901823,0.009260069598994222,0.028422926622868546,-0.05976461217218176,0.010820277558804983,0.01948054540919083,-0.07263119880686758,0.013149750361550167,-4337.499082451192,-3240.499217129364,0.0,6707.736849907264,0.0,4271.194937703075
6410,0.33960702750920235,-196.1367876032101,0.2565377428727446,-115.76153222624235,0.19552241287840152,-54.72930295392417,0.021295415968665056,-0.04677536143854536,0.008468596637427286,0.02625200392036632,-0.05528540268184948,0.01000932458566768,0.017696046155502285,-0.06608662720975438,0.011964867224013504,-3362.275719716022,-3340.8400564822264,0.0,5306.081592365365,0.0,4269.384849339343
6411,41.87553063110277,-0.29962213460378306,18.509688138066117,-0.24879057209837113,0.1779533480370635,-31.900700631841588,0.020144792797873356,-0.044334272529082085,0.008026641798499918,0.02503893243730465,-0.0528264625476939,0.009564137814014323,0.01662962430678631,-0.062192104536218366,0.011259770767178578,-2306.460539496855,-3997.125378018179,0.0,4070.4037639266153,0.0,4878.845571688295
6412,0.3305956326424209,-557.143701308399,0.24622685852578513,-198.7474160648773,0.1743864832413556,-26.526898016051184,0.019560482342082967,-0.04309245484249389,0.007801812897952452,0.024386869072736194,-0.05153118160707033,0.009329629485677832,0.015830244286355388,-0.05929499355592005,0.010735253937132445,-4175.151580575127,-2703.1183693395906,0.0,6148.967698631469,0.0,3579.1548526395027
