time,MA_battery_storage,CT_battery_storage,ME_battery_storage
4519,4463.464269161576,2150.736535306938,446.6796584902464
4520,4463.397361843311,2150.682066390551,446.5607576609764
4521,4461.319160793392,2148.8441319383483,223.47693625168978
4522,4429.565737690722,2119.6616960514843,0.3916404099263212
4523,4429.504278465926,2119.6023725136097,0.006332018231306191
4524,4429.452986275041,2119.5611978865722,173.07545341324743
4525,4429.452447878306,2119.559389759752,352.42212635801394
4526,4266.864759797348,1910.293682497631,129.1792194174347
4527,4266.864701787964,1910.292402751329,311.66930755475335
4528,4266.866073510803,1910.2927563227943,488.6006997978365
4529,4266.841916895986,1910.2901746150922,669.7490737890458
4530,4164.726751497023,1621.0303338513495,624.7029704625495
4531,2869.4067330416337,844.9389647013559,476.0575148841122
4532,1230.2189575456002,778.0276751180331,252.8323153267529
4533,383.5551716696626,0.11405812517162517,151.21699630051614
4534,318.81032215379525,0.10123034532144762,106.80596579060223
4535,318.7486359355864,0.023739613234360173,295.75999191281903
4536,1397.7413304029706,772.8187626806374,484.71386962271725
4537,327.5289130025206,681.8097282689014,150.03965972926565
4538,1125.8218297505537,1229.9327821854931,283.2279376434681
4539,1738.2723800562953,1288.8496709162407,403.29606001733123
4540,2888.635825227126,1440.4225122737466,518.3504027526507
4541,4101.9317752851775,2074.5496430383414,617.3984179074031
4542,4484.177754800782,2171.971803796297,669.7491484041761
4543,3000.6167695094523,1544.5936832125417,543.395092551175
4544,1789.518097526746,1436.120407612766,462.7502535468314
4545,1014.0562569611072,1362.7509934279392,428.33082568009337
4546,1014.0628624798383,1362.7576509176113,428.33331217149123
4547,1934.6247629364204,1469.1998628885929,465.6844457900961
4548,3062.146596249438,1658.3158814653477,541.682280090801
4549,3973.029322664803,1876.67048247153,586.9579211547656
4550,4484.055060678159,2171.843488208859,669.637069731378
4551,4484.069525327317,2171.857009606327,669.6436127900005
4552,4012.5853678656217,1638.768896294023,542.3756111528182
4553,3516.467367401177,1035.164277580818,458.5332997706854
4554,2553.4879843096487,349.6293061854002,382.50702795944693
4555,914.2771505641224,0.06880414685113895,159.26701950186379
4556,0.09860383934762719,0.11510920837251216,0.004162685450968481
4557,0.0987232619355568,0.12957874059433216,19.28294089933674
4558,0.09127789251543052,0.13273942006553666,154.48938647085404
4559,0.03389158089040354,0.041164861053213396,270.83837664008416
4560,0.01028923847569028,0.008768084628567818,362.83120678933614
4561,523.5470399468871,320.12248446591076,452.9092086608846
4562,1584.15918231585,715.1174203546994,550.3324967402837
4563,2971.5748446287816,1487.897906588925,669.7374613044217
4564,4006.338532478581,1740.1152851142808,669.6452140907138
4565,4484.176676730742,2171.971890243692,669.7487851575522
4566,4484.150926284852,2171.8983910610496,669.7255819366634
4567,4484.143548375017,2171.8675111679077,669.7235773455046
4568,4482.268698524755,2155.521663854099,668.0083693793358
4569,4482.266322565434,2051.879018304868,667.9959364851491
4570,4482.262242302292,1922.9228761836562,667.9847823851643
4571,4482.261442891817,1760.3226540939127,667.9743796624496
4572,4482.422589178544,1760.3119700268362,668.0545709794759
4573,4482.616293978798,1760.3060838536999,668.1414813986617
4574,4482.6154323562405,1700.2602381062122,668.1422657573207
4575,4482.616267101438,1595.3796025411766,668.1431681912608
4576,4482.616828333243,1581.3526851510953,668.1438723422688
4577,4482.622871820501,1581.3472400075568,668.1454878171318
4578,4482.606949650244,1581.3501370058452,668.1380144302557
4579,3438.664772204687,1102.7224144762397,473.64326752540256
4580,3420.8842988455904,1102.7042235955516,432.0826379146828
4581,3420.8932680057874,1089.9887916228565,432.0867768846024
4582,3420.901730434165,1089.9851854209126,432.0909322610503
4583,3479.978755412327,1089.9785921675116,577.536696094043
4584,3540.7825296669785,1089.9699663364236,581.7162492234228
4585,3606.61912218371,1089.964357838485,586.6991788873086
4586,3672.907457283627,1089.956968567489,592.2619811617905
4587,3738.6375309505697,1089.9517204206982,599.0321826200286
4588,3809.185285113997,1089.9455277855554,608.0901322559084
4589,3884.1676399098355,1089.9403129395505,621.991027208592
4590,3961.902255419109,1089.933807014402,669.0256419417035
4591,3961.9063004564514,1089.9271207899683,669.0284672916863
4592,3961.9098365451964,1038.8321050604354,669.0244759024823
4593,3961.9157717381063,951.2766528048995,669.0211031070556
4594,3961.9199863617987,819.2537196503487,669.0185534040946
4595,3961.927010491382,660.4480136099712,669.0166533346357
4596,3961.9330206994364,520.4121165775415,669.0155852387021
4597,3961.937395537472,232.18367119103453,669.0151508279238
4598,3961.942862371246,213.35351530510295,669.0145688865887
4599,3961.9464078421997,213.3454293974289,669.0145786345199
4600,3961.953990887593,213.34156279636164,669.0154750136082
4601,3652.623708556676,213.33839385227867,446.23844341172196
4602,2013.4663308210565,213.33184613351418,223.03974007240595
4603,472.7577893780726,213.321195577871,0.2733851059107012
4604,21.980962812219037,213.31642912601848,0.251604062851283
4605,0.23542958926890326,213.31289921419466,0.13980574217863206
4606,0.2383541594117914,213.3082020347619,0.13968198646654062
4607,0.233185257698428,213.30443746079843,0.13626525079026766
4608,0.25245546070158037,213.29729529345096,0.14137586426775708
4609,0.26417903716947905,213.29541500090622,0.14586859748987455
4610,0.2691474150674708,213.29306522710792,188.73521477784323
4611,1046.6764802119008,582.3265082864635,377.68921267344484
4612,2376.0053590690823,1273.547164218618,566.6417809623579
4613,3162.0476613151964,1414.3083839928377,587.0273039982171
4614,4483.580478278804,2093.1617675838606,669.5804963906261
4615,4483.576384163133,2093.1564354713228,669.5791203737443
4616,4483.573580786121,2093.149597510123,669.5808444838965
4617,4483.460148093696,1696.1990464391838,559.9160281105966
4618,4483.376036691486,1648.656483357021,559.9022790982457
4619,4483.298022014227,1326.0507584254885,559.8888183742779
4620,4483.236097781476,898.2004938610653,559.8757736204245
4621,4483.1755445910885,491.09657110479947,559.8619277471003
4622,4483.179996943357,491.08786664010097,559.8653112269872
4623,4483.1363804646935,0.49782751585082713,559.8511302090549
4624,4483.096851438603,0.49113360420336016,559.8380026412175
4625,4483.056613193772,0.4771279191613748,559.8236587270044
