zone,Investment,FixedOM,VariableOM,Startup,NonServedDemand,Supply,Total
Region31Xinjiang_bfbofccs_transforms_crudesteel_Region31Xinjiang,4219.523678008129,580.7474282715499,0.0,0.0,0.0,0.0,4800.271106279679
Region1Beijing,147860.9480669605,545729.5821576063,361.975044574306,120352.69667093398,0.0,0.0,814305.2019400751
Region2Tianjin,151636.2322924607,559012.0505795272,372.4373020019988,120388.37479961745,0.0,0.0,831409.0949736073
Region12Anhui,7323.471214470513,1.650312627170617e9,1.203718700100228e6,121183.60979478505,0.0,0.0,1.6516448529517267e9
Region9Shanghai,151198.83649698252,557327.1350061067,371.40622385232035,120313.42655128369,0.0,0.0,829210.8042782252
Region22Chongqing,13027.348750011253,8.790903079334661e7,64084.52100009016,121320.9063509129,0.0,0.0,8.810746356944762e7
Region13Fujian,29559.766926082666,8.184950180519694e7,59664.57385291966,121406.00665004858,0.0,0.0,8.2060132152626e7
Region28Gansu,7442.892160772163,3.0671548660380063e9,2.237177155298332e6,121073.05867431061,0.0,0.0,3.06952055914414e9
Region19Guangdong,12748.07320923554,4.099286121476665e8,298966.94573173,121029.92405447974,0.0,0.0,4.10361357090662e8
Region20Guangxi,7081.412638824526,3.0490511748040257e9,2.223968468650006e6,120848.53429883013,0.0,0.0,3.051403073219613e9
Region24Guizhou,10778.51386814994,1.1983259500852122e9,874031.4797580874,120799.83853616852,0.0,0.0,1.1993315599173746e9
Region21Hainan,125495.41409086184,462868.4341931081,295.2669945044149,119722.16223690388,0.0,0.0,708381.2775153782
Region3Hebei,2803.428210710613,5.23315563529266e7,38131.761966385966,121224.17827345768,0.0,0.0,5.249371572137715e7
Region8Heilongjiang,19831.332171266356,1.5334011783540952e8,111809.62228411254,121203.60944654995,0.0,0.0,1.5359296239931145e8
Region16Henan,7568.667945636781,3.042844721081003e9,2.2194475706298305e6,121767.6969182792,0.0,0.0,3.045193505016497e9
Region17Hubei,25441.74830846312,7.435128024318045e8,542289.5722163834,121891.86243844149,0.0,0.0,7.442024256147678e8
Region18Hunan,9685.976982095244,1.1797266445896113e9,860465.3443196708,121174.21598321699,0.0,0.0,1.1807179701268961e9
Region5Innermongolia,16181.163119439485,5.170229992065984e9,3.7711828819375876e6,121491.6024592656,0.0,0.0,5.1741388477135e9
Region10Jiangsu,23839.96769455984,4.7739819999264196e7,34782.084593897365,121177.00458211637,0.0,0.0,4.791961905613477e7
Region14Jiangxi,6784.431346707244,1.6432702820890427e9,1.198578131261871e6,121246.5495548189,0.0,0.0,1.644596891201206e9
Region7Jilin,52558.48099239672,8.444338609765269e7,61553.90692679882,121420.71641901422,0.0,0.0,8.467891920199089e7
Region6Liaoning,22129.55889810083,5.2568363835594934e8,383401.112668922,121104.52958788844,0.0,0.0,5.2621027355710423e8
Region30Ningxia,16381.511215790128,9.284142960357558e8,677156.8544254893,121009.62852349537,0.0,0.0,9.292288440299205e8
Region29Qinghai,7615.689957974563,1.9022993403285348e9,1.3875202510951154e6,121347.33116205435,0.0,0.0,1.9038158236007497e9
Region27Shaanxi,11256.495192596109,1.2678781266965237e9,924768.645712659,120991.39571626851,0.0,0.0,1.268935143233145e9
Region15Shandong,16828.070407614236,3.3649018547452235e9,2.4543597162068165e6,121457.06463709305,0.0,0.0,3.367494499596475e9
Region4Shanxi,16447.431697438755,9.48762024898694e8,692000.6247405227,120861.33705067333,0.0,0.0,9.495913342921827e8
Region23Sichuan,11789.170245983569,2.753701379202745e7,20045.448869563177,120702.4121541736,0.0,0.0,2.7689550823297173e7
Region26Tibet,12345.138343103043,2.6724568083342924e6,1906.7380594417211,121543.77992347506,0.0,0.0,2.808252464660312e6
Region31Xinjiang,15889.889581521364,5.477385032017159e9,3.995233413574154e6,120868.8274110343,0.0,0.0,5.481517024147726e9
Region25Yunnan,13081.977468848316,4.714156599840664e9,3.438518156913496e6,121931.37186474144,0.0,0.0,4.71773013134691e9
Region11Zhejiang,13628.389813341424,7.19539894293973e7,52444.95841679413,120902.28179419888,0.0,0.0,7.214096505942164e7
cement_Region1Beijing_cement_Region2Tianjin,0.0,0.0,1096.9953220652685,0.0,0.0,0.0,1096.9953220652685
cement_Region1Beijing_cement_Region3Hebei,0.0,0.0,1084.1727585505491,0.0,0.0,0.0,1084.1727585505491
cement_Region1Beijing_cement_Region4Shanxi,0.0,0.0,1183.4458915164678,0.0,0.0,0.0,1183.4458915164678
cement_Region1Beijing_cement_Region5Innermongolia,0.0,0.0,1183.0418672205312,0.0,0.0,0.0,1183.0418672205312
cement_Region1Beijing_cement_Region6Liaoning,0.0,0.0,1353.5428802938295,0.0,0.0,0.0,1353.5428802938295
cement_Region1Beijing_cement_Region7Jilin,0.0,0.0,1400.122778514101,0.0,0.0,0.0,1400.122778514101
cement_Region1Beijing_cement_Region8Heilongjiang,0.0,0.0,1471.5672983447407,0.0,0.0,0.0,1471.5672983447407
cement_Region1Beijing_cement_Region9Shanghai,0.0,0.0,1500.782991970365,0.0,0.0,0.0,1500.782991970365
cement_Region1Beijing_cement_Region10Jiangsu,0.0,0.0,1437.8521288308777,0.0,0.0,0.0,1437.8521288308777
cement_Region1Beijing_cement_Region11Zhejiang,0.0,0.0,1519.8557101904112,0.0,0.0,0.0,1519.8557101904112
cement_Region1Beijing_cement_Region12Anhui,0.0,0.0,1426.3181686562284,0.0,0.0,0.0,1426.3181686562284
cement_Region1Beijing_cement_Region13Fujian,0.0,0.0,1591.6916053444668,0.0,0.0,0.0,1591.6916053444668
cement_Region1Beijing_cement_Region14Jiangxi,0.0,0.0,1518.3263379385323,0.0,0.0,0.0,1518.3263379385323
cement_Region1Beijing_cement_Region15Shandong,0.0,0.0,1192.769600186798,0.0,0.0,0.0,1192.769600186798
cement_Region1Beijing_cement_Region16Henan,0.0,0.0,1301.8305790784434,0.0,0.0,0.0,1301.8305790784434
cement_Region1Beijing_cement_Region17Hubei,0.0,0.0,1463.8152343775264,0.0,0.0,0.0,1463.8152343775264
cement_Region1Beijing_cement_Region18Hunan,0.0,0.0,1550.549636854503,0.0,0.0,0.0,1550.549636854503
cement_Region1Beijing_cement_Region19Guangdong,0.0,0.0,2009.964172565923,0.0,0.0,0.0,2009.964172565923
cement_Region1Beijing_cement_Region20Guangxi,0.0,0.0,1654.7765354027722,0.0,0.0,0.0,1654.7765354027722
cement_Region1Beijing_cement_Region21Hainan,0.0,0.0,1693.9522089862799,0.0,0.0,0.0,1693.9522089862799
cement_Region1Beijing_cement_Region22Chongqing,0.0,0.0,1572.2218589244626,0.0,0.0,0.0,1572.2218589244626
cement_Region1Beijing_cement_Region23Sichuan,0.0,0.0,1609.6005036818956,0.0,0.0,0.0,1609.6005036818956
cement_Region1Beijing_cement_Region24Guizhou,0.0,0.0,1613.4350719895008,0.0,0.0,0.0,1613.4350719895008
cement_Region1Beijing_cement_Region25Yunnan,0.0,0.0,1623.9274527655086,0.0,0.0,0.0,1623.9274527655086
cement_Region1Beijing_cement_Region27Shaanxi,0.0,0.0,1419.6037767762293,0.0,0.0,0.0,1419.6037767762293
cement_Region1Beijing_cement_Region28Gansu,0.0,0.0,1493.2441132968956,0.0,0.0,0.0,1493.2441132968956
cement_Region1Beijing_cement_Region29Qinghai,0.0,0.0,1542.8619893454952,0.0,0.0,0.0,1542.8619893454952
cement_Region1Beijing_cement_Region30Ningxia,0.0,0.0,1433.7236939256086,0.0,0.0,0.0,1433.7236939256086
cement_Region1Beijing_cement_Region31Xinjiang,0.0,0.0,1637.7716666368929,0.0,0.0,0.0,1637.7716666368929
cement_Region2Tianjin_cement_Region1Beijing,0.0,0.0,1273.3904332759178,0.0,0.0,0.0,1273.3904332759178
cement_Region2Tianjin_cement_Region3Hebei,0.0,0.0,1105.406215088027,0.0,0.0,0.0,1105.406215088027
cement_Region2Tianjin_cement_Region4Shanxi,0.0,0.0,1220.1141377241809,0.0,0.0,0.0,1220.1141377241809
cement_Region2Tianjin_cement_Region5Innermongolia,0.0,0.0,1264.6149001509639,0.0,0.0,0.0,1264.6149001509639
cement_Region2Tianjin_cement_Region6Liaoning,0.0,0.0,1359.0159283867636,0.0,0.0,0.0,1359.0159283867636
cement_Region2Tianjin_cement_Region7Jilin,0.0,0.0,1411.7813294875468,0.0,0.0,0.0,1411.7813294875468
cement_Region2Tianjin_cement_Region8Heilongjiang,0.0,0.0,1485.631462119784,0.0,0.0,0.0,1485.631462119784
cement_Region2Tianjin_cement_Region9Shanghai,0.0,0.0,1486.4762516145893,0.0,0.0,0.0,1486.4762516145893
cement_Region2Tianjin_cement_Region10Jiangsu,0.0,0.0,1419.1862930000625,0.0,0.0,0.0,1419.1862930000625
cement_Region2Tianjin_cement_Region11Zhejiang,0.0,0.0,1507.319404975769,0.0,0.0,0.0,1507.319404975769
cement_Region2Tianjin_cement_Region12Anhui,0.0,0.0,1409.578001645695,0.0,0.0,0.0,1409.578001645695
cement_Region2Tianjin_cement_Region13Fujian,0.0,0.0,1585.0236753002823,0.0,0.0,0.0,1585.0236753002823
cement_Region2Tianjin_cement_Region14Jiangxi,0.0,0.0,1510.097581908615,0.0,0.0,0.0,1510.097581908615
cement_Region2Tianjin_cement_Region15Shandong,0.0,0.0,1138.5081079916417,0.0,0.0,0.0,1138.5081079916417
cement_Region2Tianjin_cement_Region16Henan,0.0,0.0,1299.4998534195993,0.0,0.0,0.0,1299.4998534195993
cement_Region2Tianjin_cement_Region17Hubei,0.0,0.0,1457.557513452735,0.0,0.0,0.0,1457.557513452735
cement_Region2Tianjin_cement_Region18Hunan,0.0,0.0,1548.5993521483722,0.0,0.0,0.0,1548.5993521483722
cement_Region2Tianjin_cement_Region19Guangdong,0.0,0.0,2031.218658734063,0.0,0.0,0.0,2031.218658734063
cement_Region2Tianjin_cement_Region20Guangxi,0.0,0.0,1656.413459142159,0.0,0.0,0.0,1656.413459142159
cement_Region2Tianjin_cement_Region21Hainan,0.0,0.0,1694.5794068386742,0.0,0.0,0.0,1694.5794068386742
cement_Region2Tianjin_cement_Region22Chongqing,0.0,0.0,1579.0573455134313,0.0,0.0,0.0,1579.0573455134313
cement_Region2Tianjin_cement_Region23Sichuan,0.0,0.0,1619.7452919966029,0.0,0.0,0.0,1619.7452919966029
cement_Region2Tianjin_cement_Region24Guizhou,0.0,0.0,1617.0598381163165,0.0,0.0,0.0,1617.0598381163165
cement_Region2Tianjin_cement_Region25Yunnan,0.0,0.0,1628.9171655033372,0.0,0.0,0.0,1628.9171655033372
cement_Region2Tianjin_cement_Region27Shaanxi,0.0,0.0,1433.487814799975,0.0,0.0,0.0,1433.487814799975
cement_Region2Tianjin_cement_Region28Gansu,0.0,0.0,1514.9876062331975,0.0,0.0,0.0,1514.9876062331975
cement_Region2Tianjin_cement_Region29Qinghai,0.0,0.0,1563.5264007409799,0.0,0.0,0.0,1563.5264007409799
cement_Region2Tianjin_cement_Region30Ningxia,0.0,0.0,1466.3259000046294,0.0,0.0,0.0,1466.3259000046294
cement_Region2Tianjin_cement_Region31Xinjiang,0.0,0.0,1652.8486537160031,0.0,0.0,0.0,1652.8486537160031
cement_Region3Hebei_cement_Region1Beijing,0.0,0.0,1501.8911113229838,0.0,0.0,0.0,1501.8911113229838
cement_Region3Hebei_cement_Region2Tianjin,0.0,0.0,1449.2931352012718,0.0,0.0,0.0,1449.2931352012718
cement_Region3Hebei_cement_Region4Shanxi,0.0,0.0,1163.8390744845144,0.0,0.0,0.0,1163.8390744845144
cement_Region3Hebei_cement_Region5Innermongolia,0.0,0.0,1301.3956673971268,0.0,0.0,0.0,1301.3956673971268
cement_Region3Hebei_cement_Region6Liaoning,0.0,0.0,1511.7860935259773,0.0,0.0,0.0,1511.7860935259773
cement_Region3Hebei_cement_Region7Jilin,0.0,0.0,1536.6919386909424,0.0,0.0,0.0,1536.6919386909424
cement_Region3Hebei_cement_Region8Heilongjiang,0.0,0.0,1586.6536486416585,0.0,0.0,0.0,1586.6536486416585
cement_Region3Hebei_cement_Region9Shanghai,0.0,0.0,1557.6746093984457,0.0,0.0,0.0,1557.6746093984457
cement_Region3Hebei_cement_Region10Jiangsu,0.0,0.0,1492.22487086805,0.0,0.0,0.0,1492.22487086805
cement_Region3Hebei_cement_Region11Zhejiang,0.0,0.0,1567.7776794417566,0.0,0.0,0.0,1567.7776794417566
cement_Region3Hebei_cement_Region12Anhui,0.0,0.0,1461.0229341237691,0.0,0.0,0.0,1461.0229341237691
cement_Region3Hebei_cement_Region13Fujian,0.0,0.0,1621.8712121559151,0.0,0.0,0.0,1621.8712121559151
cement_Region3Hebei_cement_Region14Jiangxi,0.0,0.0,1537.6406376781945,0.0,0.0,0.0,1537.6406376781945
cement_Region3Hebei_cement_Region15Shandong,0.0,0.0,1328.9239012239425,0.0,0.0,0.0,1328.9239012239425
cement_Region3Hebei_cement_Region16Henan,0.0,0.0,1297.8154372280667,0.0,0.0,0.0,1297.8154372280667
cement_Region3Hebei_cement_Region17Hubei,0.0,0.0,1478.3099078929013,0.0,0.0,0.0,1478.3099078929013
cement_Region3Hebei_cement_Region18Hunan,0.0,0.0,1566.7225532759294,0.0,0.0,0.0,1566.7225532759294
cement_Region3Hebei_cement_Region19Guangdong,0.0,0.0,2119.3403052768103,0.0,0.0,0.0,2119.3403052768103
cement_Region3Hebei_cement_Region20Guangxi,0.0,0.0,1667.3848616670002,0.0,0.0,0.0,1667.3848616670002
cement_Region3Hebei_cement_Region21Hainan,0.0,0.0,1711.016303432441,0.0,0.0,0.0,1711.016303432441
cement_Region3Hebei_cement_Region22Chongqing,0.0,0.0,1585.1604965136487,0.0,0.0,0.0,1585.1604965136487
cement_Region3Hebei_cement_Region23Sichuan,0.0,0.0,1629.0082868805785,0.0,0.0,0.0,1629.0082868805785
cement_Region3Hebei_cement_Region24Guizhou,0.0,0.0,1622.9989367007627,0.0,0.0,0.0,1622.9989367007627
cement_Region3Hebei_cement_Region25Yunnan,0.0,0.0,1631.0711030154066,0.0,0.0,0.0,1631.0711030154066
cement_Region3Hebei_cement_Region27Shaanxi,0.0,0.0,1421.1747258276166,0.0,0.0,0.0,1421.1747258276166
cement_Region3Hebei_cement_Region28Gansu,0.0,0.0,1509.0712786711367,0.0,0.0,0.0,1509.0712786711367
cement_Region3Hebei_cement_Region29Qinghai,0.0,0.0,1564.797556703137,0.0,0.0,0.0,1564.797556703137
cement_Region3Hebei_cement_Region30Ningxia,0.0,0.0,1466.5418301034706,0.0,0.0,0.0,1466.5418301034706
cement_Region3Hebei_cement_Region31Xinjiang,0.0,0.0,1662.7898909879273,0.0,0.0,0.0,1662.7898909879273
cement_Region4Shanxi_cement_Region1Beijing,0.0,0.0,1534.823857528458,0.0,0.0,0.0,1534.823857528458
cement_Region4Shanxi_cement_Region2Tianjin,0.0,0.0,1502.1932861960256,0.0,0.0,0.0,1502.1932861960256
cement_Region4Shanxi_cement_Region3Hebei,0.0,0.0,1297.0230002891083,0.0,0.0,0.0,1297.0230002891083
cement_Region4Shanxi_cement_Region5Innermongolia,0.0,0.0,1306.3549968514603,0.0,0.0,0.0,1306.3549968514603
cement_Region4Shanxi_cement_Region6Liaoning,0.0,0.0,1560.302552159464,0.0,0.0,0.0,1560.302552159464
cement_Region4Shanxi_cement_Region7Jilin,0.0,0.0,1576.0156819881,0.0,0.0,0.0,1576.0156819881
cement_Region4Shanxi_cement_Region8Heilongjiang,0.0,0.0,1618.1274263808693,0.0,0.0,0.0,1618.1274263808693
cement_Region4Shanxi_cement_Region9Shanghai,0.0,0.0,1590.2603995646634,0.0,0.0,0.0,1590.2603995646634
cement_Region4Shanxi_cement_Region10Jiangsu,0.0,0.0,1528.7590469648892,0.0,0.0,0.0,1528.7590469648892
cement_Region4Shanxi_cement_Region11Zhejiang,0.0,0.0,1595.3676437048625,0.0,0.0,0.0,1595.3676437048625
cement_Region4Shanxi_cement_Region12Anhui,0.0,0.0,1493.4390395973219,0.0,0.0,0.0,1493.4390395973219
cement_Region4Shanxi_cement_Region13Fujian,0.0,0.0,1637.9073724082396,0.0,0.0,0.0,1637.9073724082396
cement_Region4Shanxi_cement_Region14Jiangxi,0.0,0.0,1553.8105769632439,0.0,0.0,0.0,1553.8105769632439
cement_Region4Shanxi_cement_Region15Shandong,0.0,0.0,1410.7555669066787,0.0,0.0,0.0,1410.7555669066787
cement_Region4Shanxi_cement_Region16Henan,0.0,0.0,1320.5752652865078,0.0,0.0,0.0,1320.5752652865078
cement_Region4Shanxi_cement_Region17Hubei,0.0,0.0,1492.1615751270438,0.0,0.0,0.0,1492.1615751270438
cement_Region4Shanxi_cement_Region18Hunan,0.0,0.0,1574.0588618626032,0.0,0.0,0.0,1574.0588618626032
cement_Region4Shanxi_cement_Region19Guangdong,0.0,0.0,2140.9130505902003,0.0,0.0,0.0,2140.9130505902003
cement_Region4Shanxi_cement_Region20Guangxi,0.0,0.0,1667.023807908247,0.0,0.0,0.0,1667.023807908247
cement_Region4Shanxi_cement_Region21Hainan,0.0,0.0,1714.0114908097187,0.0,0.0,0.0,1714.0114908097187
cement_Region4Shanxi_cement_Region22Chongqing,0.0,0.0,1576.5107320685952,0.0,0.0,0.0,1576.5107320685952
cement_Region4Shanxi_cement_Region23Sichuan,0.0,0.0,1620.9596948993944,0.0,0.0,0.0,1620.9596948993944
cement_Region4Shanxi_cement_Region24Guizhou,0.0,0.0,1616.5723991578143,0.0,0.0,0.0,1616.5723991578143
cement_Region4Shanxi_cement_Region25Yunnan,0.0,0.0,1621.769036614216,0.0,0.0,0.0,1621.769036614216
cement_Region4Shanxi_cement_Region27Shaanxi,0.0,0.0,1394.851844139121,0.0,0.0,0.0,1394.851844139121
cement_Region4Shanxi_cement_Region28Gansu,0.0,0.0,1480.2658727302826,0.0,0.0,0.0,1480.2658727302826
cement_Region4Shanxi_cement_Region29Qinghai,0.0,0.0,1543.6334767580634,0.0,0.0,0.0,1543.6334767580634
cement_Region4Shanxi_cement_Region30Ningxia,0.0,0.0,1439.0055516299963,0.0,0.0,0.0,1439.0055516299963
cement_Region4Shanxi_cement_Region31Xinjiang,0.0,0.0,1654.8697929078435,0.0,0.0,0.0,1654.8697929078435
cement_Region5Innermongolia_cement_Region1Beijing,0.0,0.0,1543.7070362646766,0.0,0.0,0.0,1543.7070362646766
cement_Region5Innermongolia_cement_Region2Tianjin,0.0,0.0,1518.6190001665952,0.0,0.0,0.0,1518.6190001665952
cement_Region5Innermongolia_cement_Region3Hebei,0.0,0.0,1372.4260102530625,0.0,0.0,0.0,1372.4260102530625
cement_Region5Innermongolia_cement_Region4Shanxi,0.0,0.0,1320.5255960054767,0.0,0.0,0.0,1320.5255960054767
cement_Region5Innermongolia_cement_Region6Liaoning,0.0,0.0,1555.010446538732,0.0,0.0,0.0,1555.010446538732
cement_Region5Innermongolia_cement_Region7Jilin,0.0,0.0,1561.6248208497295,0.0,0.0,0.0,1561.6248208497295
cement_Region5Innermongolia_cement_Region8Heilongjiang,0.0,0.0,1600.4179454458215,0.0,0.0,0.0,1600.4179454458215
cement_Region5Innermongolia_cement_Region9Shanghai,0.0,0.0,1633.0099226706905,0.0,0.0,0.0,1633.0099226706905
cement_Region5Innermongolia_cement_Region10Jiangsu,0.0,0.0,1587.819178990761,0.0,0.0,0.0,1587.819178990761
cement_Region5Innermongolia_cement_Region11Zhejiang,0.0,0.0,1641.502184065752,0.0,0.0,0.0,1641.502184065752
cement_Region5Innermongolia_cement_Region12Anhui,0.0,0.0,1565.961040140592,0.0,0.0,0.0,1565.961040140592
cement_Region5Innermongolia_cement_Region13Fujian,0.0,0.0,1677.5320904988853,0.0,0.0,0.0,1677.5320904988853
cement_Region5Innermongolia_cement_Region14Jiangxi,0.0,0.0,1615.4162694217598,0.0,0.0,0.0,1615.4162694217598
cement_Region5Innermongolia_cement_Region15Shandong,0.0,0.0,1475.09916227846,0.0,0.0,0.0,1475.09916227846
cement_Region5Innermongolia_cement_Region16Henan,0.0,0.0,1446.7449220119818,0.0,0.0,0.0,1446.7449220119818
cement_Region5Innermongolia_cement_Region17Hubei,0.0,0.0,1566.5714089555918,0.0,0.0,0.0,1566.5714089555918
cement_Region5Innermongolia_cement_Region18Hunan,0.0,0.0,1629.6352720253597,0.0,0.0,0.0,1629.6352720253597
cement_Region5Innermongolia_cement_Region19Guangdong,0.0,0.0,2077.202720778044,0.0,0.0,0.0,2077.202720778044
cement_Region5Innermongolia_cement_Region20Guangxi,0.0,0.0,1700.6296226194925,0.0,0.0,0.0,1700.6296226194925
cement_Region5Innermongolia_cement_Region21Hainan,0.0,0.0,1740.8029145924595,0.0,0.0,0.0,1740.8029145924595
cement_Region5Innermongolia_cement_Region22Chongqing,0.0,0.0,1619.3309924128446,0.0,0.0,0.0,1619.3309924128446
cement_Region5Innermongolia_cement_Region23Sichuan,0.0,0.0,1650.1142756772863,0.0,0.0,0.0,1650.1142756772863
cement_Region5Innermongolia_cement_Region24Guizhou,0.0,0.0,1657.8050185764475,0.0,0.0,0.0,1657.8050185764475
cement_Region5Innermongolia_cement_Region25Yunnan,0.0,0.0,1654.1046087412212,0.0,0.0,0.0,1654.1046087412212
cement_Region5Innermongolia_cement_Region27Shaanxi,0.0,0.0,1475.5777040689193,0.0,0.0,0.0,1475.5777040689193
cement_Region5Innermongolia_cement_Region28Gansu,0.0,0.0,1498.7318486472852,0.0,0.0,0.0,1498.7318486472852
cement_Region5Innermongolia_cement_Region29Qinghai,0.0,0.0,1549.3729288290713,0.0,0.0,0.0,1549.3729288290713
cement_Region5Innermongolia_cement_Region30Ningxia,0.0,0.0,1438.1503867337217,0.0,0.0,0.0,1438.1503867337217
cement_Region5Innermongolia_cement_Region31Xinjiang,0.0,0.0,1635.7857770960932,0.0,0.0,0.0,1635.7857770960932
cement_Region6Liaoning_cement_Region1Beijing,0.0,0.0,1506.6190400236828,0.0,0.0,0.0,1506.6190400236828
cement_Region6Liaoning_cement_Region2Tianjin,0.0,0.0,1479.118022520284,0.0,0.0,0.0,1479.118022520284
cement_Region6Liaoning_cement_Region3Hebei,0.0,0.0,1476.249782524804,0.0,0.0,0.0,1476.249782524804
cement_Region6Liaoning_cement_Region4Shanxi,0.0,0.0,1505.6341701197891,0.0,0.0,0.0,1505.6341701197891
cement_Region6Liaoning_cement_Region5Innermongolia,0.0,0.0,1493.0002053375429,0.0,0.0,0.0,1493.0002053375429
cement_Region6Liaoning_cement_Region7Jilin,0.0,0.0,1222.4889022414304,0.0,0.0,0.0,1222.4889022414304
cement_Region6Liaoning_cement_Region8Heilongjiang,0.0,0.0,1367.4484596433524,0.0,0.0,0.0,1367.4484596433524
cement_Region6Liaoning_cement_Region9Shanghai,0.0,0.0,1579.121484083839,0.0,0.0,0.0,1579.121484083839
cement_Region6Liaoning_cement_Region10Jiangsu,0.0,0.0,1560.4595613692445,0.0,0.0,0.0,1560.4595613692445
cement_Region6Liaoning_cement_Region11Zhejiang,0.0,0.0,1606.3100081163736,0.0,0.0,0.0,1606.3100081163736
cement_Region6Liaoning_cement_Region12Anhui,0.0,0.0,1562.8422820488406,0.0,0.0,0.0,1562.8422820488406
cement_Region6Liaoning_cement_Region13Fujian,0.0,0.0,1661.7662779367338,0.0,0.0,0.0,1661.7662779367338
cement_Region6Liaoning_cement_Region14Jiangxi,0.0,0.0,1626.5163626336455,0.0,0.0,0.0,1626.5163626336455
cement_Region6Liaoning_cement_Region15Shandong,0.0,0.0,1471.076645269137,0.0,0.0,0.0,1471.076645269137
cement_Region6Liaoning_cement_Region16Henan,0.0,0.0,1531.366472489118,0.0,0.0,0.0,1531.366472489118
cement_Region6Liaoning_cement_Region17Hubei,0.0,0.0,1600.2698457984748,0.0,0.0,0.0,1600.2698457984748
cement_Region6Liaoning_cement_Region18Hunan,0.0,0.0,1660.2033305855207,0.0,0.0,0.0,1660.2033305855207
cement_Region6Liaoning_cement_Region19Guangdong,0.0,0.0,2028.8131529788475,0.0,0.0,0.0,2028.8131529788475
