zone,Fuel,Investment,FixedOM,VariableOM,Startup,NonServedDemand,Total
steelscrap_source_Region1Beijing_Region1Beijing_bfbofccs_transforms,0.027383870227612142,0.0,0.0,0.0,0.0,0.0,0.027383870227612142
Region1Beijing_bfbofccs_transforms_crudesteel_Region1Beijing,0.0,3121.6489869575066,429.643191858531,0.0,0.0,0.0,3551.2921788160374
steelscrap_source_Region2Tianjin_Region2Tianjin_bfbofccs_transforms,0.02786692437920312,0.0,0.0,0.0,0.0,0.0,0.02786692437920312
Region2Tianjin_bfbofccs_transforms_crudesteel_Region2Tianjin,0.0,3176.715180684905,437.2221398233368,0.0,0.0,0.0,3613.937320508242
steelscrap_source_Region3Hebei_Region3Hebei_bfbofccs_transforms,0.02726118687731265,0.0,0.0,0.0,0.0,0.0,0.02726118687731265
Region3Hebei_bfbofccs_transforms_crudesteel_Region3Hebei,0.0,3107.66358777924,427.7183336930322,0.0,0.0,0.0,3535.381921472272
steelscrap_source_Region4Shanxi_Region4Shanxi_bfbofccs_transforms,0.02207496103880023,0.0,0.0,0.0,0.0,0.0,0.02207496103880023
Region4Shanxi_bfbofccs_transforms_crudesteel_Region4Shanxi,0.0,2516.4550953214953,346.3482934307593,0.0,0.0,0.0,2862.8033887522547
steelscrap_source_Region5Innermongolia_Region5Innermongolia_bfbofccs_transforms,0.02514607993763939,0.0,0.0,0.0,0.0,0.0,0.02514607993763939
Region5Innermongolia_bfbofccs_transforms_crudesteel_Region5Innermongolia,0.0,2866.5500643562395,394.5330575019764,0.0,0.0,0.0,3261.083121858216
steelscrap_source_Region6Liaoning_Region6Liaoning_bfbofccs_transforms,0.026156486634035827,0.0,0.0,0.0,0.0,0.0,0.026156486634035827
Region6Liaoning_bfbofccs_transforms_crudesteel_Region6Liaoning,0.0,2981.732287102845,410.385979477821,0.0,0.0,0.0,3392.118266580666
steelscrap_source_Region7Jilin_Region7Jilin_bfbofccs_transforms,0.02640532227603991,0.0,0.0,0.0,0.0,0.0,0.02640532227603991
Region7Jilin_bfbofccs_transforms_crudesteel_Region7Jilin,0.0,3010.098530563849,414.2901222666297,0.0,0.0,0.0,3424.388652830479
steelscrap_source_Region8Heilongjiang_Region8Heilongjiang_bfbofccs_transforms,0.026316650310229756,0.0,0.0,0.0,0.0,0.0,0.026316650310229756
Region8Heilongjiang_bfbofccs_transforms_crudesteel_Region8Heilongjiang,0.0,2999.9902898388546,412.8988906363899,0.0,0.0,0.0,3412.8891804752443
steelscrap_source_Region9Shanghai_Region9Shanghai_bfbofccs_transforms,0.02646100350752226,0.0,0.0,0.0,0.0,0.0,0.02646100350752226
Region9Shanghai_bfbofccs_transforms_crudesteel_Region9Shanghai,0.0,3016.4459627713763,415.16374099991515,0.0,0.0,0.0,3431.6097037712916
steelscrap_source_Region10Jiangsu_Region10Jiangsu_bfbofccs_transforms,0.02385254382352265,0.0,0.0,0.0,0.0,0.0,0.02385254382352265
Region10Jiangsu_bfbofccs_transforms_crudesteel_Region10Jiangsu,0.0,2719.0922482527335,374.2379355840741,0.0,0.0,0.0,3093.3301838368075
steelscrap_source_Region11Zhejiang_Region11Zhejiang_bfbofccs_transforms,0.024041653492800602,0.0,0.0,0.0,0.0,0.0,0.024041653492800602
Region11Zhejiang_bfbofccs_transforms_crudesteel_Region11Zhejiang,0.0,2740.6499755797554,377.2049990869521,0.0,0.0,0.0,3117.8549746667077
steelscrap_source_Region12Anhui_Region12Anhui_bfbofccs_transforms,0.024901156455528255,0.0,0.0,0.0,0.0,0.0,0.024901156455528255
Region12Anhui_bfbofccs_transforms_crudesteel_Region12Anhui,0.0,2838.629791091016,390.6902951115371,0.0,0.0,0.0,3229.3200862025533
steelscrap_source_Region13Fujian_Region13Fujian_bfbofccs_transforms,0.02484413923820267,0.0,0.0,0.0,0.0,0.0,0.02484413923820267
