time,MA_solar_pv,CT_onshore_wind,CT_solar_pv,ME_onshore_wind
1,0.0,0.0031367566352855647,0.0,1906.2166733221875
2,0.0,0.004075879131050897,0.0,1688.9116696874025
3,0.0,0.004436828609868826,0.0,1834.4309043842513
4,0.0,0.004550874972665042,0.0,1692.4619904687443
5,0.0,0.0016493487473780988,0.0,1362.5577219731758
6,0.0,0.001324171916621708,0.0,910.683045504702
7,0.0,0.0014508167832900654,0.0,310.37103834259415
8,0.0,0.0016557289904994832,0.0,0.0017574249677636544
9,0.0017195120262840646,0.0015172173252722132,0.0018033162711503792,0.001743573221119732
10,0.0018105737540281552,0.0008455838332580012,0.001880027800211792,0.0026933266163950975
11,0.0020210517823215923,0.001095134700405842,0.002051480289992469,0.0032094355057097346
12,0.002030607548476837,0.0017803698466751783,0.002096217232519848,0.0026348646932206066
13,0.0020132394065512926,0.002330352022340776,0.001984643257344487,0.003067863588569253
14,0.0020285821146899252,0.0014198199041857151,0.002001634673888475,0.0033234180329202445
15,0.0017391437077094452,0.0013811990174872335,0.0019175293265334403,0.003308736348913044
16,0.0015676181592425564,0.0014880471576361742,0.0016844179765485023,0.0025873272447825
17,0.0015316588012410648,0.0005909804385737516,0.0011121596325409655,0.0007537781505106977
18,0.0,0.0029930218961453647,0.0,0.0018332673912482278
19,0.0,0.0031922300167934736,0.0,0.001664298155446886
20,0.0,0.0026527530026214663,0.0,1374.937998489806
21,0.0,0.0025097700263359,0.0,1418.927967242439
22,0.0,243.42943372015543,0.0,2399.976838726672
23,0.0,658.9453698961479,0.0,2574.971703544742
24,0.0,94.93798029023401,0.0,2676.09979362375
25,0.0,0.4871566890133181,0.0,1967.3349467063144
26,0.0,7.392478447319263,0.0,1772.6878381171719
27,0.0,554.1200921173822,0.0,2888.2324547418943
28,0.0,1029.437987372694,0.0,3647.67329507758
29,0.0,205.25833217678155,0.0,3393.2322415126873
30,0.0,225.55500766578825,0.0,3087.8421635572977
31,0.0,288.89118381896424,0.0,2394.928312625672
32,0.0,0.0003478487251413753,0.0,1418.4407975863278
33,2.392566164504842,122.97703183719113,3.1095143539405683,2436.922616228163
34,2.0229638204664298,805.3044895942567,2.680968728122366,4087.0406006862854
35,1.8794968492652515,2168.593290491078,2.6296359401157474,4427.473036500385
36,1.9514497522613965,2279.5440779718374,2.6303883127845893,3946.5969856684324
37,1.8455461752882911,2168.9266007247124,2.642498856258044,3521.361791273369
38,1.8304954106611149,2053.2023440181556,2.5902499839477855,4092.3759385404865
39,1.6822826656152756,1773.5713987278941,2.607633090230422,3736.794929710008
40,1.8672308685154348,944.9812230043099,2.5179275467559137,2833.499033912752
41,0.002856088775047283,0.0019686630421347218,0.0025842574718524247,1582.9027134174812
42,0.0,0.0017999157989834202,0.0,437.2892042639669
43,0.0,0.0017694030793791171,0.0,944.529313383141
44,0.0,0.000578075293560687,0.0,1294.3736434236353
45,0.0,0.0016329997206412372,0.0,1389.8591606658865
46,0.0,0.001740899611831992,0.0,1078.071028078758
47,0.0,0.0018606783405630267,0.0,710.5234690108118
48,0.0,0.0020617223644876503,0.0,960.335298822687
49,0.0,0.0025491911237622844,0.0,1538.7557634309223
50,0.0,0.002672661718861491,0.0,1070.3936173088323
51,0.0,0.0019081042055404396,0.0,0.0019420040171098663
52,0.0,0.0023320483105635503,0.0,0.0021533086924137024
53,0.0,0.0023177485518317553,0.0,0.002193247062677983
54,0.0,0.0023376741255560773,0.0,0.0022037384333088994
55,0.0,0.001997979183215648,0.0,266.0313936378243
56,0.0,0.0014282519914559089,0.0,572.4609901592894
57,0.001676777640113869,0.0017857485654531047,0.0019645939579788774,1178.8396784879478
58,1.7240876213236334,820.3317147366652,2.5359343001490515,2504.404406605171
59,1.6358900222776356,1240.880440274217,2.5453978743749985,3573.9890508541253
60,1.660579034904913,1487.4761382054457,2.5565799236032944,4003.9358127170876
61,1.7712107517900222,1552.2694732840946,2.590149290655404,4086.905764093015
62,1.6000984545107713,1535.4588546928635,2.5497050927460805,4051.6232566547246
63,1.5622993394285913,1377.6345026012305,2.541323172625198,3703.56807236439
64,1.7829491275174405,919.9688005402058,2.5538729653796963,2771.3928544583086
65,0.0021135780619943034,0.6178316016103054,0.5769943059164859,2023.1723777017341
66,0.0,0.6596812573425268,0.0,1893.489815612611
67,0.0,0.6465973092435888,0.0,1884.8171877817222
68,0.0,0.6679742691048887,0.0,1837.631499739071
69,0.0,63.61127877861691,0.0,1850.5116398883702
70,0.0,182.87058582491045,0.0,2035.0605266597158
71,0.0,397.0979482487037,0.0,1873.2953944375759
72,0.0,599.1612168500324,0.0,1835.822022798311
73,0.0,756.4246439799554,0.0,2246.147659210951
74,0.0,793.0207649829972,0.0,2024.9107275128536
75,0.0,499.03169553282896,0.0,1924.2273255111095
76,0.0,209.19385933226476,0.0,1763.0528241293432
77,0.0,55.03569503152539,0.0,1670.9344778385494
78,0.0,0.0019538511105565703,0.0,1633.5654988374808
79,0.0,0.0019899921771866502,0.0,1118.402357657471
80,0.0,0.0017048397940016002,0.0,1084.8048003795438
81,0.0015184204007709923,0.0015232884443321382,0.0016527259117253834,669.9755963578382
82,0.0013209139438004058,0.0015633009206794668,0.0019372777529156338,495.9574728148409
83,0.0012377045622997684,0.0017471335258960607,0.002256004476691942,447.34017919054713
84,0.0011379365414541098,0.003274861895704362,0.0021719343792483414,0.001624647990865924
85,0.0012331679981798516,0.0012619727032536776,0.0020929820337869387,0.0017941876781151223
86,0.001167464040008781,0.0011498009637105344,0.0019462852939113873,0.0014980303496940905
87,0.0009704129151941743,0.0011767984411632515,0.0016910852186242664,0.002376847120558523
88,0.0014187888159540307,0.001936445226032646,0.001576021322904353,0.0029643720690728514
89,0.001659537122236543,0.0005375459801666982,0.0013939952073087625,0.0015492148011162499
90,0.0,0.002081980950038087,0.0,0.0015639211858342605
91,0.0,0.0010168784197048808,0.0,0.0017795211206248496
92,0.0,0.0012428459524471691,0.0,0.0020884533632852254
93,0.0,0.0012944737736688694,0.0,0.001999364794301073
94,0.0,0.0011658781140795327,0.0,0.0020912803579449246
95,0.0,0.0020737197974085575,0.0,0.0030955751581132063
96,0.0,0.0026272431441611843,0.0,0.0018213134517282015
97,0.0,0.002251617821002583,0.0,0.0026098940761585254
98,0.0,0.002848023969818314,0.0,0.003018035917193629
99,0.0,0.0029985842975293053,0.0,0.0030692132886542822
100,0.0,0.002982022144351504,0.0,0.002899716276260733
101,0.0,0.002621478741275496,0.0,0.0029308459925232455
102,0.0,0.0012890357361357019,0.0,0.0018722361073741922
103,0.0,0.0026670101806303137,0.0,0.0019539043723852956
104,0.0,0.00259923462107281,0.0,0.0016171399756785831
105,0.0027368220636390106,0.003058384338714859,0.002189816180248272,0.0019631058835329895
106,0.001392686128610876,0.0012676195408403146,0.001623489287993607,0.0019303137696624617
107,0.0012645712918128993,0.0019143197293942649,0.001835933130905687,0.0017832923995229066
108,0.0010215523989245412,0.0028527261363251455,0.0019526858100107347,0.0016210208291340678
109,0.0011745930319193576,0.002529283304625096,0.0020323296453739204,0.0017985361027967883
110,0.0012997380822525884,0.0012893858593088225,0.0018574637147708017,0.0019238078593843966
111,0.0013327895185284433,0.0014392319390026387,0.001804074103461062,0.00188663918788734
112,0.0015176133524619217,0.002258854531646648,0.0017877656830478372,0.0022284297265287023
113,0.003615775038497304,68.75520725176375,5.997488968090352,0.0021113816956130904
