Node,CO2_Shadow_Price,CO2_Slack
co2_sink_1,150.4120780040961,5.563192609870989e6
co2_sink_2,150.41208976034235,1.2770420280917756e7
co2_sink_3,74.52460794431883,1.826675290053553
