time,elec_MA_seg1,elec_MA_seg2,elec_MA_seg3,elec_MA_seg4,elec_CT_seg1,elec_CT_seg2,elec_CT_seg3,elec_CT_seg4,elec_ME_seg1,elec_ME_seg2,elec_ME_seg3,elec_ME_seg4
6042,9.445595507349544e-7,2.158434323983303e-6,6.34920538268366e-6,2.407610127990459e-5,1.172794767184409e-6,3.180488997047434e-6,7.3799712855649765e-6,2.0178954272136394e-5,1.4497916155613667e-6,3.133470014539951e-6,9.603988646588689e-6,1.6532262607410207e-5
6043,9.054862357056992e-7,2.116732022887852e-6,6.2586671647412815e-6,2.382226177044491e-5,1.1497569399891998e-6,3.136032070854212e-6,7.428286269662477e-6,1.9750757427479507e-5,1.4786822880347083e-6,3.056841210081124e-6,9.96942032971236e-6,1.6692969716386283e-5
6044,9.039486608502173e-7,2.101732167670056e-6,6.354236514232415e-6,2.4141915517593304e-5,1.1507927768935839e-6,3.155642866126265e-6,7.26481161156794e-6,2.003951002481556e-5,1.4392234709438127e-6,3.070064972425663e-6,9.643034436382518e-6,1.6810110321038122e-5
6045,9.026048520682607e-7,2.138992143364812e-6,6.373188535030156e-6,2.4034090861803657e-5,1.1721295738288988e-6,3.213332967941189e-6,7.23595662569151e-6,2.043902827813771e-5,1.4735454570363902e-6,3.0415828938459647e-6,1.0012286896237598e-5,1.6764825382436014e-5
6046,9.37092207827081e-7,2.2804716914968703e-6,6.327791884943469e-6,2.4207733090058805e-5,1.2002436233608165e-6,3.2212627505590237e-6,7.718151257560936e-6,2.022701397901103e-5,1.488621567735926e-6,3.1959800286888614e-6,1.0055653959421349e-5,1.629636668950158e-5
6047,9.654985477158242e-7,2.4133528293367845e-6,6.145360594554564e-6,2.412343242364336e-5,1.237150119297453e-6,3.1790392450103994e-6,8.471969018854611e-6,1.9891315011997688e-5,1.5359651131527221e-6,3.469961370622667e-6,1.0164113707841733e-5,1.587120156610916e-5
6048,1.007387716924981e-6,2.5296839506011678e-6,6.01316643429789e-6,2.4024947169480403e-5,1.2592841940133761e-6,3.10731979679021e-6,9.06121439558552e-6,1.916900916460905e-5,1.5814023241922017e-6,3.7850544639844116e-6,1.0061090125185314e-5,1.539197089195184e-5
6049,1.0583363390848309e-6,2.6216122224869504e-6,5.982981937618088e-6,2.4043924521851484e-5,1.3023886054437335e-6,3.0894139831849586e-6,9.476414748064647e-6,1.8908283750245667e-5,1.6156080517135468e-6,4.003102069788208e-6,9.967101031001922e-6,1.5129725363066155e-5
6050,1.0821484130116875e-6,2.6883298845006004e-6,5.94601373227052e-6,2.398939059176864e-5,1.3223455367108487e-6,3.050353434577581e-6,9.755691759018371e-6,1.8757339958600875e-5,1.6233647397459104e-6,4.170344644486731e-6,9.713465124684682e-6,1.4888973965551497e-5
6051,1.0966965624570525e-6,2.7239894204448785e-6,5.931514417938469e-6,2.399325169864752e-5,1.3292345896905592e-6,3.03922587041067e-6,9.836102997227795e-6,1.861446771727482e-5,1.6319665155900882e-6,4.243361655118317e-6,9.632876866218276e-6,1.4789539614370103e-5
6052,1.0801620000609233e-6,2.7019580696066293e-6,5.8850600183649156e-6,2.3810088549115984e-5,1.3206848000560586e-6,3.035609771203203e-6,9.757728333577404e-6,1.8452244234236312e-5,1.639131888237481e-6,4.2638470778164256e-6,9.639450572073237e-6,1.4782968507941333e-5
6053,1.0769263598134695e-6,2.698156284839927e-6,5.918478882626566e-6,2.4043271317998423e-5,1.3221603725108268e-6,3.0534792215487456e-6,9.739781170989214e-6,1.8675070777337675e-5,1.6228506043246528e-6,4.192452893424617e-6,9.680869682123382e-6,1.4848135019168481e-5
6054,1.0407884238749695e-6,2.5744724637489773e-6,6.01530324022679e-6,2.4111033663595993e-5,1.3008093788375642e-6,3.1318823861254933e-6,9.306689921724053e-6,1.9166822264107015e-5,1.6080904505312516e-6,3.893297548241412e-6,1.0098621096681685e-5,1.527614843109188e-5
6055,1.021959379049658e-6,2.3860829069307176e-6,6.219237441977325e-6,2.3992059155523758e-5,1.249150237808458e-6,3.1843894198118237e-6,8.442570650740403e-6,1.963730332396072e-5,1.5560712994088107e-6,3.4077287025930943e-6,1.0387815184226386e-5,1.5830295712218332e-5
6056,1.002627114476264e-6,2.3373673235370744e-6,6.429805198587029e-6,2.486348971469534e-5,1.2461539542652304e-6,3.2610278672261326e-6,8.00814346007882e-6,2.084165938137549e-5,1.527391450566808e-6,3.0992358376275517e-6,1.0567172677159964e-5,1.6596468287630497e-5
6057,1.000692385330719e-6,2.35370614041861e-6,6.628219743084699e-6,2.4738059742087382e-5,1.2324860501448099e-6,3.2837196043392028e-6,7.54136259531127e-6,2.077266379562041e-5,1.5010684046032336e-6,2.997163807223274e-6,1.0463087972214814e-5,1.6427140638105678e-5
6058,1.0106717297761377e-6,2.419598186379176e-6,7.014049222726062e-6,2.515089458517591e-5,1.2537229707885174e-6,3.374126978172004e-6,7.101954361400795e-6,2.152326765901883e-5,1.4889296408750054e-6,2.9419260410951524e-6,1.0546856795508059e-5,1.665693140602301e-5
6059,9.874107811747409e-7,2.382230717642918e-6,7.1091792241029125e-6,2.5093301364233253e-5,1.2411676408786773e-6,3.388138262279802e-6,6.812199048467876e-6,2.1668421947748595e-5,1.4680967066669767e-6,2.939253227548687e-6,1.0459885847309809e-5,1.681967597614275e-5
6060,9.912415366617939e-7,2.37513327419148e-6,7.197011067234052e-6,2.5139272196915863e-5,1.2547286699434903e-6,3.444271239782658e-6,6.625913566027972e-6,2.206112676721004e-5,1.4721327118333299e-6,2.9007666579307023e-6,1.0638068209999163e-5,1.6940167875090355e-5
6061,9.72806458380413e-7,2.3343089472468828e-6,7.052184926083837e-6,2.4936498257362754e-5,1.2351802825800447e-6,3.3992524402823903e-6,6.664251552283553e-6,2.1808100850291732e-5,1.497681388210484e-6,2.8496317235626143e-6,1.0994367665690672e-5,1.700168182180865e-5
6062,9.845908134915924e-7,2.35200088187235e-6,7.1045181320679156e-6,2.502236198269701e-5,1.2407629088850477e-6,3.414543680640601e-6,6.64359114908294e-6,2.188943336712108e-5,1.4782166575673129e-6,2.8770489092766914e-6,1.0773015488322828e-5,1.695984342418738e-5
6063,9.739591689641537e-7,2.3416113285292005e-6,7.000870925000631e-6,2.488929402264309e-5,1.2483868529635493e-6,3.4128179107420743e-6,6.7645420484103886e-6,2.191088909266204e-5,1.491641809722757e-6,2.8354486970265684e-6,1.0964401512469206e-5,1.6922292631966735e-5
6064,9.790494079560067e-7,2.332849551453432e-6,6.894309993486442e-6,2.4819400301466525e-5,1.2321999816192464e-6,3.37449770945975e-6,6.88741912188429e-6,2.16094020693182e-5,1.4801912132489021e-6,2.8749975595634016e-6,1.0760737239021198e-5,1.6824313478411733e-5
6065,9.532056232246878e-7,2.2600126809277834e-6,6.6617155138048295e-6,2.4452753584090863e-5,1.227848149139394e-6,3.357270088625517e-6,6.967812983108543e-6,2.1496903622578082e-5,1.495395483363116e-6,2.8311883961621064e-6,1.0972244538617035e-5,1.684499829196863e-5
6066,9.380385150398334e-7,2.1942287532297277e-6,6.4647295834799445e-6,2.4083240695111723e-5,1.196102190983026e-6,3.285742622112371e-6,7.068871292206481e-6,2.0911207067053405e-5,1.4836801096842989e-6,2.8692940568042817e-6,1.0771122171861233e-5,1.68073069543163e-5
6067,9.246117737117592e-7,2.19061720893198e-6,6.444242732370573e-6,2.4243033556007133e-5,1.194309938249822e-6,3.26663067617761e-6,7.21442618465025e-6,2.0896821051865742e-5,1.5031351363297004e-6,2.8396941871486914e-6,1.0957904566283695e-5,1.677656024754895e-5
6068,9.004377106520804e-7,2.132184954152249e-6,6.456757723572967e-6,2.4126844250797282e-5,1.180320867699468e-6,3.2615905649216306e-6,6.995396848620783e-6,2.0884433597359554e-5,1.4729659308344265e-6,2.876712072578e-6,1.0639545089655358e-5,1.6881665074648304e-5
6069,9.189303151970112e-7,2.1913838164623716e-6,6.457642434478266e-6,2.4266605383139453e-5,1.1997563897517259e-6,3.278291552101294e-6,7.192808783167015e-6,2.0951413730273616e-5,1.5011036609564083e-6,2.8825357826474685e-6,1.0787888870037203e-5,1.6745700087365876e-5
6070,9.430625685298899e-7,2.2855311627542283e-6,6.283195299072991e-6,2.4131346157295888e-5,1.20828474591396e-6,3.2185340115222526e-6,7.86161904650495e-6,2.031216162062487e-5,1.54792918102664e-6,2.9311071222933055e-6,1.0907017325472245e-5,1.6322253158532193e-5
6071,9.976641730191334e-7,2.436062510134982e-6,6.166191582919002e-6,2.4257782753893263e-5,1.2419533971211384e-6,3.165835635657939e-6,8.602398866679214e-6,1.9707893102492615e-5,1.5792324877277185e-6,3.4014340920588266e-6,1.0583323839810594e-5,1.5810554267463364e-5
6072,1.0401432857701048e-6,2.5642119833638048e-6,6.036173026878447e-6,2.420687589992665e-5,1.2865849056091036e-6,3.12364434577878e-6,9.262736235649466e-6,1.9226410826300274e-5,1.6358934286500207e-6,3.819957497354879e-6,1.0363240590347453e-5,1.5405936388650984e-5
6073,1.0805251349451551e-6,2.6699165702875175e-6,5.965613299344419e-6,2.3986237192047643e-5,1.3136103056592743e-6,3.0627515120148303e-6,9.625700746025176e-6,1.8670827252476708e-5,1.6451983091627759e-6,4.132873656948245e-6,9.919594363358995e-6,1.5032989323561995e-5
6074,1.090845131236282e-6,2.7253279357531904e-6,5.885534936097352e-6,2.374804287495874e-5,1.345792742149024e-6,3.0426518109781854e-6,9.896815822090313e-6,1.8549860591392526e-5,1.6796049582595815e-6,4.291955382824789e-6,9.78918898103217e-6,1.4900670200161e-5
6075,1.1047199295746743e-6,2.736556721329726e-6,5.887959456305447e-6,2.3696778418062442e-5,1.3402455795576862e-6,3.0250231583955904e-6,9.850600083531958e-6,1.82578381086726e-5,1.6741161339280501e-6,4.3896714329139505e-6,9.593683990483833e-6,1.4734385948647346e-5
6076,1.112081176611045e-6,2.772062821667699e-6,5.877873717945298e-6,2.3812851416276324e-5,1.3525754866809406e-6,3.0166244468118345e-6,9.971886293563434e-6,1.832757077494536e-5,1.693460628107238e-6,4.416087097544099e-6,9.623633518290725e-6,1.4765918916533144e-5
6077,1.0869264366851837e-6,2.7401220884710625e-6,5.85346050215414e-6,2.377636811425779e-5,1.3486861402011231e-6,3.030113473832419e-6,9.918692903083574e-6,1.8472280247227062e-5,1.66678844467251e-6,4.333757150955258e-6,9.650339197763252e-6,1.4785628178061729e-5
6078,1.0770835138020015e-6,2.675914429344091e-6,6.012760436796519e-6,2.425982999701395e-5,1.3429021268776159e-6,3.108668027020514e-6,9.689367075305925e-6,1.9201063512135883e-5,1.6444453773777018e-6,4.008869338606885e-6,1.0090252437782649e-5,1.519601561518723e-5
6079,1.036063505125835e-6,2.448364073425534e-6,6.204504025622681e-6,2.4039434841786227e-5,1.2793433493423195e-6,3.1876481695225942e-6,8.706438632207098e-6,1.9681331807105117e-5,1.6022362635293732e-6,3.456179284724607e-6,1.0581533494493434e-5,1.5773955054713482e-5
6080,1.0319747415887402e-6,2.3985718166177357e-6,6.43050828022543e-6,2.469508323831307e-5,1.2551876968704268e-6,3.238678815676955e-6,8.177787474177446e-6,2.0305004902410275e-5,1.537129010619736e-6,3.2857436307035776e-6,1.0320494726639093e-5,1.6146420253178544e-5
6081,1.0143368520038712e-6,2.423546900668737e-6,6.6069209146677005e-6,2.5032188096662442e-5,1.262406767160401e-6,3.2879311279194156e-6,7.896228390340759e-6,2.078726248312918e-5,1.5141324625009667e-6,3.220445691237875e-6,1.0184447618437161e-5,1.6292371981898415e-5
6082,1.0180602927193582e-6,2.46027459093462e-6,6.8466403052779105e-6,2.5371897538424562e-5,1.2497799951840364e-6,3.302814604468748e-6,7.594532709515169e-6,2.0924939961325736e-5,1.4658045927211977e-6,3.272591010412418e-6,9.71195563847922e-6,1.6261441681721114e-5
6083,9.96847518262441e-7,2.4517933665774836e-6,6.976545483609204e-6,2.5412798266863456e-5,1.255375630950995e-6,3.3487016598228675e-6,7.3196072685242895e-6,2.13416330850379e-5,1.470350778674886e-6,3.185198922230592e-6,9.769939153344518e-6,1.6452705379045583e-5
6084,9.9646354814144e-7,2.4283021648940334e-6,7.02640569457827e-6,2.5405241125966007e-5,1.2327362021699532e-6,3.330059026594939e-6,7.147590068000429e-6,2.1175292079058906e-5,1.4558242790659788e-6,3.1619488260860827e-6,9.650793281843442e-6,1.6493530278271464e-5
6085,1.0021841806618232e-6,2.434866364489656e-6,7.105363816707333e-6,2.5485603057420184e-5,1.2339856632423248e-6,3.3458879241415124e-6,7.041232073723633e-6,2.130983783108969e-5,1.4648951907266942e-6,3.111296064575245e-6,9.740066356459994e-6,1.6587602679567655e-5
6086,9.8082234174447e-7,2.373745585988781e-6,7.0054649191619624e-6,2.523506632988635e-5,1.2110329042663796e-6,3.3137889789102127e-6,6.987898277591523e-6,2.1090305633758858e-5,1.4478999836023416e-6,3.1174889399769267e-6,9.567970089613779e-6,1.655365490254137e-5
6087,9.872528753285256e-7,2.3702653333777863e-6,7.015336620344395e-6,2.525114680783044e-5,1.2169985770093754e-6,3.329836649954249e-6,6.959371496703217e-6,2.124295679018135e-5,1.453331241258653e-6,3.1184826904000502e-6,9.562371219126928e-6,1.6569603908596833e-5
6088,9.630347794355104e-7,2.2803211171773457e-6,6.746329211053256e-6,2.4816006449550476e-5,1.1904415186841978e-6,3.2701890790256324e-6,7.061141624390026e-6,2.0826219383053323e-5,1.4606220066091023e-6,3.114312539181521e-6,9.574030304083875e-6,1.6579852292829623e-5
6089,9.571872506888462e-7,2.2115253095675126e-6,6.561974436444144e-6,2.4551500625959358e-5,1.1814510214559127e-6,3.2344659060021907e-6,7.133703935271121e-6,2.062773911084755e-5,1.4458102804251546e-6,3.1630290861253968e-6,9.401262273756326e-6,1.6471383701247196e-5
6090,9.246060839619607e-7,2.127209971297175e-6,6.354835271944802e-6,2.4055036475141097e-5,1.173721770562643e-6,3.187985203173946e-6,7.302712204940091e-6,2.032010432746231e-5,1.4556472419574514e-6,3.136765837213682e-6,9.477424874346694e-6,1.6561532167620937e-5
6091,9.080120672679628e-7,2.1205816384969853e-6,6.317013547320384e-6,2.400306480680764e-5,1.1577926391057189e-6,3.1534503159143753e-6,7.369656873632964e-6,1.993502434426676e-5,1.4502079241904971e-6,3.15555021725242e-6,9.46778932005909e-6,1.6465392776051754e-5
6092,8.852398832636061e-7,2.065501664572252e-6,6.337866304142094e-6,2.394119827176268e-5,1.1572519294544191e-6,3.163858186139753e-6,7.214729952228616e-6,2.0147528172356968e-5,1.4593662815525407e-6,3.0688447042986106e-6,9.61484587447266e-6,1.6777852125149748e-5
6093,9.028606946740791e-7,2.104210310450094e-6,6.300561406501453e-6,2.3944408594323157e-5,1.1559297060596936e-6,3.1439283429735866e-6,7.367247449934533e-6,1.9836945523277056e-5,1.4595505520535835e-6,3.096021438703779e-6,9.61896896618924e-6,1.6605929460216682e-5
6094,9.454519947998493e-7,2.2455687151725362e-6,6.266647920633019e-6,2.4041807693877088e-5,1.1936222239405788e-6,3.17599081296057e-6,7.765042753821985e-6,1.984580709204893e-5,1.5046105474875596e-6,3.2741205606437325e-6,9.864138224136253e-6,1.62096387145256e-5
6095,9.849037658308935e-7,2.3894078284307675e-6,6.125116034903397e-6,2.396240979524101e-5,1.2246426549094078e-6,3.1483764360156734e-6,8.452653467810269e-6,1.938453817884264e-5,1.5163880783116363e-6,3.6506517216541662e-6,9.500737144047909e-6,1.548737346085627e-5
6096,1.0435744513516955e-6,2.5953570556376065e-6,6.058744028392173e-6,2.4340020400734003e-5,1.288815927313256e-6,3.121100332684763e-6,9.276315106221498e-6,1.9322221730990064e-5,1.558084364659959e-6,3.936405753282844e-6,9.340410839349158e-6,1.4977373501654219e-5
6097,1.0679416096931705e-6,2.639592304691469e-6,5.965746506099769e-6,2.4040107511386174e-5,1.2983594706939428e-6,3.073065339292771e-6,9.490081053391166e-6,1.8684817303494406e-5,1.5915588143297432e-6,4.113009321428178e-6,9.217229384769776e-6,1.4567036797691514e-5
6098,1.0999022213117447e-6,2.7232504465855952e-6,5.940034778810001e-6,2.402813693249002e-5,1.3286498452863248e-6,3.054524703846683e-6,9.743278875959924e-6,1.8552493164891965e-5,1.5926557543753146e-6,4.1945641145144655e-6,9.026306131625037e-6,1.4180965222009371e-5
6099,1.0953754530543009e-6,2.6954430179782105e-6,5.917033366852964e-6,2.3777034419855867e-5,1.3345041580639833e-6,3.0704164261613796e-6,9.661711629817097e-6,1.8324731207569048e-5,1.6132864568031878e-6,4.270539065982762e-6,9.076041494209313e-6,1.4188278670660565e-5
6100,1.099417878484229e-6,2.6928971338038e-6,5.931854542809353e-6,2.382136742942388e-5,1.3264224615540552e-6,3.0657053829427286e-6,9.537152154082001e-6,1.8115614873976416e-5,1.602743732717269e-6,4.276270529636571e-6,9.035492174164251e-6,1.4112840523100356e-5
6101,1.0736608440005523e-6,2.655693564563434e-6,5.9046284967529625e-6,2.378809341744885e-5,1.323690047700994e-6,3.0822142193454763e-6,9.507916675342182e-6,1.8289855835666235e-5,1.6113491432400788e-6,4.261137691449922e-6,9.22660598992713e-6,1.4408512809126497e-5
6102,1.0597434598385222e-6,2.5655367791663466e-6,6.027530818021479e-6,2.413127590185114e-5,1.2893586993722143e-6,3.1097027753571502e-6,9.171212864548844e-6,1.8652060672403574e-5,1.5723057901043934e-6,4.04936161762332e-6,9.409947121606523e-6,1.4872955056849216e-5
6103,1.0434186748161296e-6,2.4110983884019635e-6,6.233503986289473e-6,2.4155015186343883e-5,1.2576871560154033e-6,3.1752880881247263e-6,8.54218248434206e-6,1.948900307221801e-5,1.5428360085861174e-6,3.6503008266138078e-6,9.803863290125786e-6,1.562423786997773e-5
6104,1.010807452152692e-6,2.3393243943994497e-6,6.347419328290161e-6,2.4363903423983257e-5,1.2271532847422548e-6,3.196147379076499e-6,8.06374516023385e-6,1.9902341041739977e-5,1.5040374575519779e-6,3.4225255637069374e-6,9.741105289290921e-6,1.5940124049295473e-5
6105,1.0137524286896466e-6,2.403308120661316e-6,6.615410396436776e-6,2.5011492304293263e-5,1.2299762942408719e-6,3.250965819527122e-6,7.773793491648439e-6,2.0496625768389023e-5,1.4817854893777374e-6,3.364798933038097e-6,9.544544033673177e-6,1.603293066936618e-5
6106,9.91639088695092e-7,2.4085707541011727e-6,6.790321816457582e-6,2.5158047255578474e-5,1.218222969452686e-6,3.280232612066398e-6,7.447262421191036e-6,2.0810528529400793e-5,1.4744343004769826e-6,3.2789936361186567e-6,9.502650846593947e-6,1.619848066228929e-5
6107,9.95697373949331e-7,2.419269572115959e-6,7.071240059134569e-6,2.5405061908290995e-5,1.2218485905039028e-6,3.3339268294187267e-6,7.056141966226391e-6,2.126312722509192e-5,1.447868245897518e-6,3.2321060479114138e-6,9.329260332331101e-6,1.6267023241348853e-5
6108,9.72692113570811e-7,2.363061800756206e-6,7.10325931552984e-6,2.527570744958232e-5,1.2162856816247772e-6,3.347979926309359e-6,6.822707888842661e-6,2.1406785722113005e-5,1.4509695510632996e-6,3.1150919262825894e-6,9.462069793278164e-6,1.6553909860644867e-5
6109,9.749062755808056e-7,2.3468641722565082e-6,7.146561337900853e-6,2.5298761226944395e-5,1.1917303310164508e-6,3.3223147714604575e-6,6.679553309970478e-6,2.1201476733441128e-5,1.4295386643633419e-6,3.1058145926068377e-6,9.386634202406094e-6,1.6582709811849788e-5
6110,9.572612461405244e-7,2.3048851464740537e-6,7.167024694007603e-6,2.516639993748012e-5,1.1957133172554448e-6,3.3514673861712947e-6,6.454093331574165e-6,2.1454707902751383e-5,1.434908465250034e-6,3.050188816294098e-6,9.60591917794596e-6,1.6871013114754723e-5
6111,9.609509525113842e-7,2.2824912055887073e-6,7.097180531017386e-6,2.5068381250692347e-5,1.1789343200856368e-6,3.3198305442085368e-6,6.477682504487354e-6,2.1249699054993822e-5,1.4192662964196576e-6,3.031807503657058e-6,9.651858796692332e-6,1.6911401620119632e-5
6112,9.614143947879794e-7,2.2382539729209206e-6,6.948478269826571e-6,2.4878994704730067e-5,1.1761921167700178e-6,3.3036893129496645e-6,6.519430304543017e-6,2.1189139143102632e-5,1.4421078461553583e-6,2.974466361020016e-6,1.0148022129136588e-5,1.7136024837016273e-5
6113,9.295706007868098e-7,2.1255188503982882e-6,6.5495292297506226e-6,2.43224745529483e-5,1.1470073639515737e-6,3.2153325958005475e-6,6.829686959149784e-6,2.0672823281829545e-5,1.4287152160017221e-6,2.9590279666426964e-6,1.0124528062953607e-5,1.714920721761091e-5
6114,9.166904421276636e-7,2.0731762628365674e-6,6.383876300839128e-6,2.402261595283345e-5,1.1431198802992386e-6,3.168966263621118e-6,7.038715712802415e-6,2.0393611943395177e-5,1.4399283611548624e-6,2.931785226247743e-6,1.0314441037578338e-5,1.7197989712035987e-5
6115,8.837990954406606e-7,2.0506509105343293e-6,6.326022073859339e-6,2.3832211404297146e-5,1.1315984927980763e-6,3.147433861501315e-6,7.114483776019319e-6,2.0117809595576828e-5,1.4677876884500203e-6,2.8756475100988126e-6,1.06591890111583e-5,1.7168397661551063e-5
6116,8.828296635337254e-7,2.021518531056654e-6,6.375096526297003e-6,2.3929822747393893e-5,1.135233128756304e-6,3.157557102872732e-6,6.970733635891337e-6,2.035772255742828e-5,1.463631795876179e-6,2.8627574976393847e-6,1.069037680825218e-5,1.7247194753395274e-5
6117,8.86730640672925e-7,2.0738806614673096e-6,6.427839290922862e-6,2.398817495140972e-5,1.1641086233368411e-6,3.2293388181308087e-6,6.946413012280935e-6,2.0720947359997058e-5,1.4909275005726921e-6,2.835012995402463e-6,1.09155105742485e-5,1.711533782750728e-5
6118,9.261740518756831e-7,2.2223437534419624e-6,6.386243617114501e-6,2.415054371701711e-5,1.194140075818261e-6,3.2460785407309647e-6,7.416037428833294e-6,2.0576520315490503e-5,1.5045126599526931e-6,2.921112880042683e-6,1.0638966566308481e-5,1.6545968688506025e-5
6119,9.65223873764473e-7,2.3800323170445513e-6,6.221467056544553e-6,2.4100379103393842e-5,1.2383901374102096e-6,3.212863709364801e-6,8.27100528536166e-6,2.0208900245536497e-5,1.5475023937506598e-6,3.142764996838681e-6,1.0662083280402076e-5,1.6023881118842062e-5
6120,1.019856806562391e-6,2.5471399150180615e-6,6.0847285780759565e-6,2.407239140553625e-5,1.279016731116053e-6,3.1384264238200076e-6,9.064407029775871e-6,1.956373512740491e-5,1.5730912414962668e-6,3.6464862471721763e-6,1.0259989942983037e-5,1.5503882570818878e-5
6121,1.0678839642009904e-6,2.683422855778071e-6,6.011387738508023e-6,2.4222032020114722e-5,1.3253192882088374e-6,3.0867250235602177e-6,9.662731640063363e-6,1.93162948418988e-5,1.6144635928052988e-6,3.932484599980852e-6,1.0094408780918456e-5,1.5214540699407979e-5
6122,1.0774832380105373e-6,2.71160434095681e-6,5.927253113741655e-6,2.396007881683942e-5,1.3334110971061897e-6,3.051515278752539e-6,9.820579706599919e-6,1.8915319611483307e-5,1.6136806543772615e-6,4.1189448908665194e-6,9.77947053554723e-6,1.4932881534051834e-5
6123,1.09573850534177e-6,2.760216803007089e-6,5.912330633137716e-6,2.4014225191280263e-5,1.349028108561015e-6,3.0344965861251144e-6,9.977473233693344e-6,1.883290531687103e-5,1.6333112365655387e-6,4.203830077910764e-6,9.727763179131757e-6,1.4860723441923388e-5
6124,1.0788617584774108e-6,2.7028256079857787e-6,5.8868420574325845e-6,2.377969025715573e-5,1.319714117999495e-6,3.0351117879323017e-6,9.738226833997771e-6,1.8472377152197685e-5,1.6412784122274335e-6,4.231057563496967e-6,9.71473274310552e-6,1.4837499104655876e-5
6125,1.0783513225819253e-6,2.687280004068295e-6,5.946485838911745e-6,2.414220685050917e-5,1.3149299857217853e-6,3.0625006088407323e-6,9.66385882042789e-6,1.8719757490219138e-5,1.6202698637686729e-6,4.178959101807407e-6,9.715697204664935e-6,1.4952887370875412e-5
6126,1.0413858912942017e-6,2.550098164302279e-6,6.036956705146238e-6,2.4156050981482962e-5,1.2856785859558955e-6,3.130288273175402e-6,9.166502701595974e-6,1.9082390868453162e-5,1.6058338410010552e-6,3.898522770489252e-6,1.0085991128184423e-5,1.5368816513255597e-5
6127,1.0238534829842985e-6,2.39897039253938e-6,6.2553892198766234e-6,2.4163943975501176e-5,1.2489822570308235e-6,3.1921241771205085e-6,8.43840814660218e-6,1.9836197567990987e-5,1.5363556981358338e-6,3.4558552390842164e-6,1.0172050037990715e-5,1.5885934479333515e-5
6128,9.953101374294182e-7,2.3271712338690254e-6,6.412417526683032e-6,2.4449858059014977e-5,1.2326929123949164e-6,3.2470567201019962e-6,7.884183287774424e-6,2.0500813964957898e-5,1.5073928824114157e-6,3.193547884027912e-6,1.0165064828765735e-5,1.627529438073066e-5
6129,9.922695268232428e-7,2.332878119098077e-6,6.651221258298489e-6,2.4853593633046874e-5,1.2103341227812509e-6,3.2589862398082107e-6,7.433176425736202e-6,2.064488779580153e-5,1.4548227125014243e-6,3.1952426013908356e-6,9.657399610203395e-6,1.633589052344349e-5
6130,9.940977318479963e-7,2.358742888555141e-6,6.993657923761071e-6,2.5189810547656472e-5,1.215657374226317e-6,3.320762749734665e-6,6.992298704509193e-6,2.119237515804109e-5,1.4412369970145718e-6,3.137289159030943e-6,9.462201919522581e-6,1.648652241084559e-5
6131,9.649961539855912e-7,2.297622853747567e-6,7.1095503109136775e-6,2.511648958970727e-5,1.1876075022758792e-6,3.314811898544177e-6,6.58998929007217e-6,2.11956253320775e-5,1.4156169828566671e-6,3.1242229389543275e-6,9.22490944505025e-6,1.652552673858e-5
6132,9.667690395817713e-7,2.2849082887073597e-6,7.3384202318949565e-6,2.5233380547147637e-5,1.1897709131992697e-6,3.3668503991429695e-6,6.105482575449425e-6,2.162817473222495e-5,1.418602413301196e-6,3.0823096852617844e-6,9.352574634055687e-6,1.68291608735977e-5
6133,9.45481559298413e-7,2.2284496349995725e-6,7.308665342312564e-6,2.507748321096488e-5,1.171196412785313e-6,3.3449806405037583e-6,5.982895227657747e-6,2.1603891816200034e-5,1.4198181315694467e-6,3.0770151497422128e-6,9.453062545909364e-6,1.701300213651555e-5
6134,9.523961930588251e-7,2.213027638701576e-6,7.419661139399693e-6,2.5110444457438242e-5,1.174413281218987e-6,3.362722327936142e-6,5.7990442597225695e-6,2.185685661720802e-5,1.3966589792784605e-6,3.0814898283887297e-6,9.347895192448737e-6,1.703050366833636e-5
6135,9.353391694968169e-7,2.1616773072849613e-6,7.3097233296630835e-6,2.4922032013453692e-5,1.175970591286499e-6,3.3556279459024265e-6,5.849585448933403e-6,2.19455924540832e-5,1.402516718454528e-6,3.061140289861135e-6,9.551579525439382e-6,1.7266616240951063e-5
6136,9.332998770080265e-7,2.115663535819471e-6,7.080086795202194e-6,2.4732025112697234e-5,1.1510058628457897e-6,3.293859189651591e-6,6.071293794529438e-6,2.1632749902142047e-5,1.3874325690241615e-6,3.0443980253907045e-6,9.584032073884694e-6,1.7321789817776e-5
6137,9.035638197510302e-7,2.024015652327664e-6,6.713603875655187e-6,2.42892432946256e-5,1.1406922299309189e-6,3.2384388889305244e-6,6.326145799528176e-6,2.1430919722822207e-5,1.4028614197006462e-6,2.980614213098193e-6,9.944884253677062e-6,1.7577498654771783e-5
6138,8.882844740713091e-7,1.9683850585502634e-6,6.409343146670166e-6,2.4129746051705767e-5,1.114632708597984e-6,3.135475848707273e-6,6.747732525869351e-6,2.072064498042175e-5,1.392257543997778e-6,2.982579832918041e-6,9.902510299993276e-6,1.7638493034560447e-5
6139,8.745798204405655e-7,1.9730275234472715e-6,6.391674575449826e-6,2.3882189142419794e-5,1.1176840942858349e-6,3.136395460998742e-6,6.829746467040282e-6,2.0437223435491762e-5,1.4252576628390618e-6,2.890744498609281e-6,1.0383470350807143e-5,1.7523484375108916e-5
