elec_MA,elec_CT,elec_ME,CT_NG,ME_NG,MA_NG
57.132613807749394,56.429549174847274,0.1,18.596171911475263,18.596171911475263,18.01610783350264
48.08008432687909,47.488418646206256,0.1,18.596171911475263,18.596171911475263,18.01610783350264
48.08008432687909,47.488418646206256,0.1,18.596171911475263,18.596171911475263,18.01610783350264
48.08008432687909,47.488418646206256,0.1,18.596171911475263,18.596171911475263,18.01610783350264
100.43368205919177,99.19776153846153,0.1,18.596171911475263,18.596171911475263,18.01610783350264
100.43368205919177,99.19776153846153,0.1,18.596171911475263,18.596171911475263,18.01610783350264
100.43368205919177,99.19776153846153,0.1,18.596171911475263,18.596171911475263,18.01610783350264
100.43368205919177,99.19776153846153,98.45977383835378,18.596171911475263,18.596171911475263,18.01610783350264
100.43368205919177,99.19776153846153,98.45977383835378,18.596171911475263,18.596171911475263,18.01610783350264
103.72277755619281,102.44638196239904,105.80219776329638,18.596171911475263,18.596171911475263,18.01610783350264
103.72277755619281,102.44638196239904,105.80219776329638,18.596171911475263,18.596171911475263,18.01610783350264
103.72277755619281,102.44638196239904,105.80219776329638,18.596171911475263,18.596171911475263,18.01610783350264
103.72277755619281,102.44638196239904,105.80219776329638,18.596171911475263,18.596171911475263,18.01610783350264
100.43368205919177,99.19776153846153,102.44716292490186,18.596171911475263,18.596171911475263,18.01610783350264
100.43368205919177,99.19776153846153,102.44716292490186,18.596171911475263,18.596171911475263,18.01610783350264
102.0782298076923,100.82207175043028,104.12468034409912,18.596171911475263,18.596171911475263,18.01610783350264
214.10059290593733,211.4659059080335,209.89269261035477,18.596171911475263,18.596171911475263,18.01610783350264
103.72277755619281,74.12774623829493,101.68422595568838,18.596171911475263,18.596171911475263,18.01610783350264
100.43368205919177,74.12774623829493,98.45977383835378,18.596171911475263,18.596171911475263,18.01610783350264
102.0782298076923,87.90726162369438,0.1,18.596171911475263,18.596171911475263,18.01610783350264
89.0025120293177,87.90726162369438,0.1,18.596171911475263,18.596171911475263,18.01610783350264
0.10200478646647987,0.1,0.1,18.596171911475263,18.596171911475263,18.01610783350264
0.10200478646647987,0.1,0.1,18.596171911475263,18.596171911475263,18.01610783350264
0.10200478646647991,0.1007495321910036,0.1,18.596171911475263,18.596171911475263,18.01610783350264
0.4477372240861057,0.4422274427876696,0.1,18.596171911475263,18.596171911475263,18.01610783350264
0.10200478646647987,0.10074953219100356,0.1,18.596171911475263,18.596171911475263,18.01610783350264
0.10200478646647987,0.1,0.1,18.596171911475263,18.596171911475263,18.01610783350264
0.10200478646647987,0.10000000000000002,0.1,18.596171911475263,18.596171911475263,18.01610783350264
0.10200478646647987,0.10074953219100356,0.1,18.596171911475263,18.596171911475263,18.01610783350264
0.10200478646647987,0.10074953219100356,0.1,18.596171911475263,18.596171911475263,18.01610783350264
0.10200478646647987,0.10074953219100356,0.1,18.596171911475263,18.596171911475263,18.01610783350264
393.7392555679668,388.89396446844603,0.1,18.596171911475263,18.596171911475263,18.01610783350264
0.10200478646647987,0.10074953219100356,0.1,18.596171911475263,18.596171911475263,18.01610783350264
0.10200478646647987,0.1,0.1,18.596171911475263,18.596171911475263,18.01610783350264
0.10200478646647987,0.1,0.1,18.596171911475263,18.596171911475263,18.01610783350264
0.10200478646647987,0.1,0.1,18.596171911475263,18.596171911475263,18.01610783350264
0.10200478646647991,0.1,0.1,18.596171911475263,18.596171911475263,18.01610783350264
0.10200478646647991,0.1,0.1,18.596171911475263,18.596171911475263,18.01610783350264
0.10200478646647987,0.1,0.1,18.596171911475263,18.596171911475263,18.01610783350264
0.10200478646647987,0.1,0.1,18.596171911475263,18.596171911475263,18.01610783350264
100.43368205919178,99.19776153846155,0.1,18.596171911475263,18.596171911475263,18.01610783350264
102.53669200461411,99.19776153846153,0.1,18.596171911475263,18.596171911475263,18.01610783350264
102.53669200461411,99.19776153846153,0.1,18.596171911475263,18.596171911475263,18.01610783350264
219.7638706787541,217.0594923076923,0.1,18.596171911475263,18.596171911475263,18.01610783350264
102.53669200461414,99.19776153846153,0.1,18.596171911475263,18.596171911475263,18.01610783350264
100.43368205919177,99.19776153846153,0.1,18.596171911475263,18.596171911475263,18.01610783350264
100.43368205919177,99.19776153846153,0.1,18.596171911475263,18.596171911475263,18.01610783350264
100.43368205919177,99.19776153846153,0.1,18.596171911475263,18.596171911475263,18.01610783350264
84.73010849489992,83.68743359076937,0.1,18.596171911475263,18.596171911475263,18.01610783350264
84.73010849489992,83.68743359076937,0.1,18.596171911475263,18.596171911475263,18.01610783350264
100.43368205919177,99.19776153846153,98.45977383835378,18.596171911475263,18.596171911475263,18.01610783350264
84.73010849489992,83.68743359076937,83.06483590624777,18.596171911475263,18.596171911475263,18.01610783350264
84.73010849489992,83.68402536615388,83.06483590624777,18.596171911475263,18.596171911475263,18.01610783350264
84.73010849489992,83.68743359076937,83.06483590624777,18.596171911475263,18.596171911475263,18.01610783350264
100.43368205919177,99.19776153846153,0.1,18.596171911475263,18.596171911475263,18.01610783350264
126.97388771546416,125.41136774998135,0.1,18.596171911475263,18.596171911475263,18.01610783350264
